EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
1.92,0.72,0.73,0.61,0.42,-0.58,0.51,0.58,2020-08-02,1.95,0.85,0.61,0.74,0.50,-0.65,0.51,0.58,1.95,0.91,0.45,0.86,0.67,-0.71,0.51,0.58,-28435.00,-2.67,0.17,-0.57,-0.64,-1.00,-32.08,-119.52,15575.00,1.00,7.67,0.99,0.86,0.73,120.42,32.98,14.05,0.25,0.33,0.27,0.26,0.20,0.15,0.10
2.03,0.72,0.73,0.61,0.42,-0.58,0.51,0.58,2020-08-09,2.08,0.83,0.61,0.72,0.50,-0.64,0.51,0.58,2.08,0.89,0.45,0.82,0.66,-0.69,0.51,0.58,-19800.00,-5.25,0.18,-0.72,-0.56,-0.96,-158.36,-158.36,16140.00,1.00,7.25,1.00,0.86,0.66,159.26,58.01,18.12,0.24,0.32,0.25,0.25,0.18,0.17,0.12
1.84,0.74,0.72,0.64,0.43,-0.61,0.52,0.59,2020-08-16,1.86,0.86,0.56,0.77,0.53,-0.69,0.52,0.59,1.86,0.92,0.44,0.87,0.67,-0.74,0.52,0.59,-19595.00,-3.54,0.18,-0.64,-0.86,-0.95,-2902.10,-184.91,6335.00,1.00,18.06,1.00,0.88,0.74,185.81,2903.00,7.84,0.25,0.33,0.27,0.26,0.20,1.23,1.22
2.17,0.73,0.69,0.62,0.43,-0.58,0.52,0.62,2020-08-23,2.27,0.84,0.67,0.73,0.52,-0.64,0.53,0.62,2.27,0.90,0.67,0.82,0.64,-0.71,0.53,0.62,-15230.00,-2.92,0.11,-0.60,-0.98,-1.00,-1347.50,-1347.50,31980.00,1.00,101.50,1.00,0.91,0.80,1348.40,16.69,24.27,0.23,0.30,0.25,0.25,0.18,0.61,0.59
2.39,0.73,0.68,0.61,0.43,-0.56,0.51,0.63,2020-09-06,2.51,0.83,0.68,0.70,0.53,-0.62,0.52,0.63,2.51,0.89,0.68,0.80,0.65,-0.68,0.52,0.63,-15415.00,-4.55,0.11,-0.71,-0.99,-1.00,-125.23,-54.00,42455.00,1.00,372.00,1.00,0.95,0.83,54.90,126.13,31.77,0.22,0.33,0.23,0.25,0.17,0.20,0.11
1.93,0.73,0.70,0.62,0.43,-0.59,0.50,0.62,2020-09-13,2.01,0.83,0.61,0.73,0.52,-0.65,0.51,0.62,2.01,0.91,0.43,0.84,0.67,-0.73,0.51,0.62,-18605.00,-17.27,0.19,-0.99,-0.97,-1.00,-86.80,-950.50,16105.00,1.00,61.00,1.00,0.99,1.00,951.40,87.70,24.44,0.24,0.31,0.25,0.26,0.19,0.44,0.41
1.75,0.73,0.71,0.62,0.41,-0.59,0.49,0.63,2020-09-20,1.77,0.83,0.70,0.73,0.50,-0.66,0.51,0.63,1.77,0.89,0.70,0.82,0.67,-0.71,0.51,0.63,-15860.00,-3.39,0.16,-0.63,-0.96,-0.90,-358.99,-23.93,7692.50,0.98,98.33,0.96,0.85,0.70,24.83,359.89,7.15,0.24,0.31,0.25,0.27,0.19,0.26,0.19
1.98,0.70,0.66,0.57,0.44,-0.53,0.54,0.62,2020-09-27,2.16,0.78,0.66,0.64,0.50,-0.57,0.54,0.62,2.16,0.84,0.66,0.75,0.60,-0.62,0.54,0.62,-23190.00,-9.74,0.19,-0.97,-1.00,-1.00,-74.59,-74.59,19180.00,1.00,4820.00,1.00,1.00,0.97,87.91,87.91,36.26,0.21,2.10,0.22,0.20,0.17,0.18,0.10
2.26,0.63,0.66,0.48,0.40,-0.44,0.51,0.66,2020-10-18,3.14,0.66,0.66,0.51,0.43,-0.46,0.51,0.66,3.14,0.72,0.66,0.58,0.49,-0.52,0.51,0.66,-23580.00,-11.04,0.19,-0.86,-1.00,-1.00,-294.84,-28.32,20195.00,1.00,4938.00,1.00,0.83,0.66,21.74,295.74,79.95,0.18,2.24,0.18,0.15,0.15,0.25,0.16
1.47,0.73,0.67,0.60,0.45,-0.57,0.53,0.61,2020-10-25,1.52,0.82,0.67,0.67,0.49,-0.62,0.54,0.61,1.52,0.82,0.67,0.75,0.65,-0.68,0.54,0.61,-19075.00,-18.24,0.01,-0.98,-1.00,-1.00,-86.70,-237.63,18515.00,1.00,15231.00,1.00,1.00,1.00,238.53,87.60,20.40,0.21,9.51,0.21,0.22,0.17,0.22,0.17
1.34,0.61,0.86,0.46,0.28,-0.50,0.48,0.60,2021-03-01,1.80,0.68,0.86,0.46,0.24,-0.52,0.49,0.60,1.80,0.68,0.86,0.46,0.17,-0.54,0.49,0.60,-18415.00,-19.86,0.02,-0.99,-1.00,-1.00,-459.57,-459.57,20145.00,1.00,5141.00,1.00,0.97,0.99,460.47,102.65,48.45,0.19,2.23,0.17,0.21,0.15,0.32,0.29
1.53,0.60,0.92,0.44,0.25,-0.46,0.46,0.58,2021-03-22,1.86,0.61,0.97,0.44,0.21,-0.48,0.47,0.58,1.86,0.58,1.09,0.42,0.10,-0.50,0.47,0.58,-14605.00,-5.71,0.03,-0.74,-0.96,-1.00,-912.25,-912.25,15125.00,1.00,15.78,1.00,0.97,0.77,777.57,325.57,41.27,0.17,0.29,0.16,0.21,0.14,0.58,0.56
1.33,0.63,0.90,0.48,0.26,-0.50,0.48,0.58,2021-03-29,1.38,0.64,0.90,0.48,0.23,-0.53,0.59,0.62,1.38,0.64,0.90,0.45,0.13,-0.54,0.59,0.62,-12755.00,-3.35,0.03,-0.63,-1.00,-1.00,-29.42,-92.28,13430.00,1.00,1843.00,1.00,0.96,0.76,93.18,30.32,14.24,0.18,0.82,0.18,0.21,0.15,0.18,0.12
1.89,0.74,0.67,0.62,0.43,-0.58,0.54,0.63,2021-05-10,1.93,0.80,0.60,0.67,0.45,-0.61,0.62,0.64,1.93,0.86,0.60,0.72,0.46,-0.62,0.62,0.64,-20585.00,-4.88,0.07,-0.72,-0.98,-1.00,-20.93,-104.69,10855.00,1.00,145.00,1.00,0.92,0.86,105.59,21.83,15.16,0.21,0.28,0.21,0.22,0.17,0.19,0.12
2.45,0.82,0.50,0.74,0.58,-0.66,0.61,0.68,2021-06-07,2.49,0.92,0.50,0.82,0.65,-0.71,0.67,0.65,2.49,0.92,0.50,0.89,0.69,-0.73,0.67,0.65,-25115.00,-18.61,0.11,-0.99,-0.99,-1.00,-35.64,-14.63,14530.00,1.00,338.00,1.00,0.90,0.99,36.54,36.54,17.01,0.20,0.44,0.21,0.22,0.17,0.18,0.09
2.29,0.83,0.52,0.74,0.57,-0.67,0.60,0.66,2021-06-14,2.31,0.89,0.47,0.82,0.64,-0.71,0.61,0.66,2.31,0.92,0.47,0.89,0.69,-0.78,0.61,0.66,-6185.00,-6.61,0.14,-0.81,-0.98,-0.93,-3022.60,-13.32,5902.50,0.98,152.00,0.95,0.88,0.90,64.09,3023.50,5.11,0.20,0.28,0.21,0.22,0.17,1.28,1.27
2.27,0.76,0.66,0.65,0.48,-0.62,0.54,0.60,2021-07-19,2.38,0.83,0.65,0.77,0.57,-0.68,0.55,0.60,2.38,0.92,0.65,0.88,0.68,-0.71,0.55,0.60,-22690.00,-22.71,0.16,-0.99,-0.99,-1.00,-125.72,-125.72,28760.00,1.00,312.00,1.00,1.00,1.00,63.48,37.00,33.38,0.31,0.87,0.25,0.23,0.18,0.16,0.11
2.29,0.75,0.67,0.65,0.47,-0.61,0.54,0.60,2021-08-09,2.36,0.89,0.53,0.79,0.58,-0.68,0.54,0.60,2.36,0.92,0.53,0.88,0.69,-0.72,0.54,0.60,-19850.00,-6.08,0.10,-0.79,-0.99,-1.00,-116.56,-55.77,24070.00,1.00,176.00,1.00,1.00,0.91,103.75,117.46,21.25,0.24,0.36,0.26,0.26,0.19,0.17,0.11
2.40,0.76,0.65,0.66,0.47,-0.60,0.54,0.62,2021-08-30,2.62,0.86,0.53,0.77,0.57,-0.67,0.55,0.62,2.62,0.92,0.41,0.86,0.69,-0.73,0.55,0.62,-19125.00,-3.51,0.02,-0.64,-0.66,-1.00,-209.47,-24.85,24390.00,1.00,8.90,1.00,1.00,0.67,25.75,210.37,37.76,0.22,0.32,0.25,0.26,0.19,0.19,0.13
1.93,0.75,0.66,0.65,0.44,-0.60,0.52,0.64,2021-10-04,2.02,0.86,0.67,0.75,0.53,-0.67,0.53,0.63,2.02,0.92,0.67,0.85,0.67,-0.74,0.53,0.63,-23330.00,-3.63,0.15,-0.65,-0.98,-1.00,-174.41,-75.00,18080.00,1.00,116.00,1.00,1.00,0.79,175.31,175.31,26.35,0.23,0.30,0.25,0.25,0.19,0.23,0.15
1.71,0.61,0.71,0.46,0.34,-0.45,0.47,0.68,2021-10-25,2.78,0.69,0.67,0.47,0.38,-0.44,0.65,0.68,2.78,0.69,0.61,0.44,0.39,-0.42,0.65,0.68,-19950.00,-15.44,0.22,-0.92,-0.58,-1.00,-23.32,-22.19,17455.00,1.00,5.23,1.00,0.84,0.90,101.52,101.52,74.89,0.17,0.20,0.17,0.17,0.15,0.25,0.10
1.32,0.63,0.85,0.49,0.29,-0.54,0.50,0.59,2022-03-01,1.56,0.63,0.69,0.49,0.24,-0.55,0.51,0.59,1.56,0.63,0.69,0.48,0.16,-0.57,0.51,0.59,-16960.00,-33.03,0.00,-1.00,-1.00,-1.00,-117.21,-178.61,14010.00,1.00,155.00,1.00,1.00,1.00,179.51,85.00,32.41,0.21,0.34,0.19,0.22,0.16,0.28,0.25
1.21,0.61,0.93,0.46,0.23,-0.52,0.47,0.60,2022-03-08,1.32,0.59,0.93,0.46,0.18,-0.52,0.48,0.60,1.32,0.59,0.93,0.45,0.10,-0.54,0.48,0.60,-11000.00,-14.48,0.00,-1.00,-1.00,-1.00,-65.70,-405.56,10465.00,1.00,282.00,1.00,1.00,1.00,406.46,66.60,18.80,0.21,0.37,0.19,0.23,0.16,0.30,0.26
1.36,0.59,0.91,0.44,0.23,-0.48,0.45,0.61,2022-03-15,1.54,0.67,0.79,0.43,0.20,-0.49,0.47,0.61,1.54,0.67,0.79,0.41,0.13,-0.49,0.47,0.61,-18965.00,-63.69,0.00,-1.00,-1.00,-1.00,-203.37,-335.86,19425.00,1.00,102.00,1.00,1.00,1.00,336.76,204.27,31.11,0.20,0.30,0.18,0.21,0.16,0.34,0.30
1.16,0.60,0.94,0.46,0.23,-0.50,0.46,0.60,2022-03-22,1.21,0.59,0.98,0.45,0.18,-0.52,0.47,0.60,1.21,0.59,1.11,0.44,0.11,-0.53,0.47,0.60,-12600.00,-7.81,0.02,-0.80,-0.85,-1.00,-89.87,-137.58,12180.00,1.00,6.10,1.00,0.97,0.74,138.48,90.77,14.70,0.19,0.30,0.18,0.22,0.15,0.22,0.16
1.43,0.65,0.79,0.50,0.31,-0.52,0.51,0.62,2022-04-12,1.48,0.68,0.80,0.51,0.29,-0.54,0.52,0.62,1.48,0.65,0.89,0.46,0.21,-0.54,0.52,0.62,-10340.00,-1.48,0.04,-0.43,-0.62,-1.00,-15.34,-311.43,11150.00,1.00,6.87,1.00,0.94,0.51,312.33,16.24,13.12,0.18,0.26,0.18,0.20,0.14,0.23,0.17
1.57,0.72,0.76,0.59,0.36,-0.59,0.53,0.63,2022-04-19,1.61,0.78,0.75,0.62,0.35,-0.62,0.55,0.63,1.61,0.91,0.75,0.57,0.26,-0.60,0.55,0.63,-13990.00,-8.23,0.00,-1.00,-1.00,-1.00,-1964.10,-155.12,5495.00,1.00,104.40,1.00,1.00,1.00,673.71,1965.00,9.71,0.20,0.30,0.21,0.23,0.16,0.92,0.90
2.11,0.78,0.55,0.68,0.52,-0.62,0.59,0.66,2022-05-10,2.14,0.85,0.50,0.74,0.58,-0.66,0.60,0.66,2.14,0.91,0.50,0.82,0.62,-0.70,0.60,0.66,-10780.00,-12.08,0.16,-1.00,-0.99,-1.00,-286.66,-286.66,22355.00,1.00,193.00,1.00,0.87,1.00,357.92,357.92,12.11,0.20,0.24,0.21,0.21,0.17,0.27,0.21
2.44,0.79,0.52,0.67,0.55,-0.62,0.62,0.66,2022-06-14,2.49,0.84,0.46,0.72,0.60,-0.64,0.66,0.66,2.49,0.88,0.43,0.79,0.64,-0.69,0.66,0.66,-17660.00,-2.10,0.00,-0.51,-1.00,-0.89,-39.97,-39.97,9315.00,1.00,3.23,1.00,0.86,0.45,40.87,31.92,14.10,0.15,0.19,0.17,0.17,0.14,0.14,0.08
2.26,0.77,0.55,0.65,0.52,-0.60,0.60,0.64,2022-06-21,2.32,0.80,0.53,0.68,0.57,-0.61,0.60,0.64,2.32,0.86,0.53,0.75,0.65,-0.61,0.60,0.64,-22275.00,-3.96,0.00,-0.69,-1.00,-0.92,-277.17,-68.31,11500.00,0.98,134.00,0.96,0.86,0.84,278.07,278.07,19.24,0.17,0.22,0.18,0.17,0.15,0.19,0.15
2.19,0.77,0.59,0.67,0.52,-0.62,0.57,0.61,2022-06-28,2.27,0.82,0.59,0.74,0.57,-0.65,0.58,0.61,2.27,0.92,0.59,0.88,0.68,-0.70,0.58,0.61,-15090.00,-20.53,0.00,-1.00,-1.00,-1.00,-100.10,-69.71,24495.00,1.00,455.00,1.00,0.88,1.00,51.90,101.00,22.11,0.33,0.54,0.22,0.19,0.18,0.16,0.13
1.83,0.73,0.69,0.62,0.44,-0.61,0.52,0.58,2022-07-19,1.84,0.86,0.56,0.74,0.50,-0.68,0.60,0.60,1.84,0.92,0.44,0.89,0.67,-0.71,0.60,0.60,-8045.00,-3.10,0.00,-0.61,-1.00,-0.98,-24.50,-21.71,4445.00,1.00,18.53,1.00,0.84,0.76,22.61,25.40,5.74,0.24,0.27,0.26,0.23,0.19,0.14,0.08
1.87,0.70,0.73,0.59,0.41,-0.58,0.50,0.59,2022-08-02,1.92,0.83,0.72,0.69,0.46,-0.64,0.60,0.60,1.92,0.92,0.72,0.83,0.66,-0.71,0.60,0.60,-13895.00,-4.79,0.00,-0.74,-1.00,-1.00,-30.13,-6.26,20355.00,1.00,96.00,1.00,1.00,0.87,31.03,31.03,16.57,0.26,0.30,0.27,0.24,0.20,0.15,0.09
1.89,0.68,0.78,0.57,0.38,-0.56,0.49,0.58,2022-08-16,1.99,0.80,0.73,0.65,0.42,-0.61,0.60,0.61,1.99,0.89,0.73,0.82,0.68,-0.71,0.60,0.61,-22790.00,-3.94,0.00,-0.67,-1.00,-1.00,-42.57,-52.92,25345.00,1.00,65.33,1.00,0.88,0.74,53.82,21.70,25.32,0.25,0.32,0.26,0.26,0.19,0.16,0.11
2.31,0.72,0.73,0.61,0.40,-0.58,0.49,0.62,2022-09-06,2.48,0.83,0.61,0.72,0.49,-0.64,0.51,0.62,2.48,0.92,0.61,0.83,0.65,-0.70,0.51,0.62,-23270.00,-5.58,0.00,-0.74,-1.00,-1.00,-321.22,-321.22,22220.00,1.00,37.40,1.00,0.92,0.88,322.12,134.13,38.09,0.25,0.32,0.26,0.27,0.20,0.26,0.19
2.08,0.75,0.66,0.65,0.44,-0.60,0.54,0.64,2022-09-27,2.22,0.85,0.56,0.74,0.52,-0.66,0.55,0.64,2.22,0.91,0.56,0.85,0.68,-0.73,0.55,0.64,-19820.00,-7.64,0.00,-1.00,-1.00,-1.00,-48.10,-106.86,22290.00,1.00,172.78,1.00,1.00,1.00,107.76,39.00,27.74,0.22,0.31,0.24,0.24,0.18,0.20,0.12
2.39,0.66,0.68,0.52,0.38,-0.49,0.51,0.68,2022-10-04,3.02,0.66,0.66,0.55,0.46,-0.51,0.53,0.68,3.02,0.83,0.66,0.60,0.51,-0.54,0.53,0.68,-21585.00,-51.23,0.00,-1.00,-1.00,-1.00,-102.29,-548.12,26570.00,1.00,68.00,1.00,1.00,1.00,549.02,103.19,68.96,0.20,0.30,0.21,0.22,0.17,0.35,0.27
2.34,0.64,0.69,0.51,0.38,-0.48,0.49,0.67,2022-10-11,2.96,0.72,0.67,0.54,0.45,-0.49,0.51,0.67,2.96,0.72,0.67,0.57,0.51,-0.51,0.51,0.67,-20510.00,-11.41,0.00,-1.00,-1.00,-1.00,-85.48,-65.00,20920.00,1.00,98.00,1.00,1.00,1.00,65.90,86.38,80.01,0.22,0.29,0.21,0.21,0.18,0.30,0.20
1.69,0.71,0.68,0.58,0.40,-0.56,0.54,0.65,2022-10-18,1.73,0.83,0.61,0.63,0.46,-0.60,0.54,0.65,1.73,0.83,0.61,0.71,0.54,-0.66,0.54,0.65,-5560.00,-45.52,0.00,-1.00,-1.00,-1.00,-24.06,-65.10,21700.00,1.00,37.68,1.00,1.00,1.00,136.59,136.59,8.92,0.18,0.25,0.20,0.21,0.15,0.22,0.11
1.66,0.72,0.73,0.59,0.38,-0.58,0.51,0.62,2022-10-25,1.72,0.78,0.70,0.65,0.43,-0.63,0.53,0.62,1.72,0.84,0.70,0.73,0.48,-0.68,0.53,0.62,-13840.00,-14.78,0.00,-1.00,-1.00,-1.00,-199.64,-161.52,13290.00,1.00,96.00,1.00,1.00,1.00,200.54,200.54,15.90,0.25,0.35,0.20,0.22,0.17,0.33,0.29
1.05,0.47,0.48,0.35,0.54,-0.36,0.33,0.75,2023-03-01,2.12,0.63,0.48,0.34,0.57,-0.38,0.44,0.73,2.12,0.63,0.48,0.01,0.84,-0.02,0.44,0.73,-15925.00,-36.22,0.00,-1.00,-1.00,-1.00,-64.10,-101.83,23250.00,1.00,371.00,1.00,1.00,1.00,102.73,65.00,49.63,0.34,0.47,0.23,0.22,0.23,0.35,0.22
1.39,0.67,0.81,0.53,0.33,-0.55,0.51,0.58,2023-03-15,1.58,0.69,0.69,0.54,0.32,-0.57,0.53,0.58,1.58,0.69,0.69,0.51,0.23,-0.59,0.53,0.58,-14100.00,-25.43,0.00,-1.00,-1.00,-1.00,-1237.22,-1237.22,14890.00,1.00,143.00,1.00,1.00,1.00,1238.12,277.33,27.64,0.24,0.34,0.18,0.19,0.16,0.68,0.67
2.05,0.79,0.61,0.68,0.48,-0.63,0.57,0.65,2023-05-03,2.07,0.85,0.58,0.74,0.51,-0.66,0.59,0.65,2.07,0.88,0.55,0.78,0.56,-0.68,0.59,0.65,-7430.00,-2.61,0.16,-0.57,-0.63,-1.00,-255.59,-61.21,6485.00,1.00,5.12,1.00,0.88,0.58,62.11,256.49,6.28,0.18,0.26,0.20,0.22,0.16,0.22,0.15
1.99,0.79,0.59,0.69,0.50,-0.62,0.57,0.64,2023-05-10,2.03,0.86,0.65,0.76,0.55,-0.66,0.63,0.65,2.03,0.89,0.65,0.79,0.58,-0.67,0.63,0.65,-11027.50,-6.70,0.00,-0.77,-1.00,-1.00,-56.97,-33.90,25960.00,1.00,68.50,1.00,0.94,0.78,36.71,57.87,12.95,0.20,0.26,0.21,0.22,0.17,0.18,0.11
2.23,0.83,0.50,0.75,0.58,-0.67,0.61,0.67,2023-05-24,2.26,0.91,0.43,0.83,0.65,-0.72,0.62,0.67,2.26,0.95,0.43,0.89,0.69,-0.75,0.62,0.67,-3865.00,-2.14,0.15,-0.52,-0.88,-0.97,-107.93,-160.44,5680.00,0.98,20.60,0.97,0.89,0.60,161.34,108.83,4.91,0.19,0.25,0.21,0.22,0.17,0.20,0.12
2.40,0.83,0.50,0.74,0.57,-0.66,0.61,0.68,2023-05-31,2.45,0.90,0.36,0.82,0.65,-0.71,0.62,0.68,2.45,0.95,0.36,0.86,0.70,-0.75,0.62,0.68,-30820.00,-2.83,0.00,-0.59,-1.00,-1.00,-83.20,-5.55,15365.00,1.00,64.50,1.00,1.00,0.70,84.10,84.10,16.14,0.19,0.25,0.21,0.22,0.17,0.19,0.10
2.59,0.79,0.54,0.68,0.55,-0.62,0.59,0.63,2023-06-28,2.79,0.83,0.51,0.74,0.61,-0.65,0.60,0.63,2.79,0.91,0.51,0.82,0.70,-0.68,0.60,0.63,-26675.00,-23.42,0.00,-1.00,-1.00,-0.97,-89.36,-90.66,27835.00,1.00,175.00,1.00,0.91,1.00,91.56,90.26,42.86,0.21,0.25,0.20,0.18,0.16,0.15,0.11
1.92,0.77,0.60,0.66,0.51,-0.62,0.56,0.60,2023-07-05,1.94,0.82,0.70,0.71,0.55,-0.66,0.62,0.62,1.94,0.92,0.70,0.90,0.70,-0.71,0.62,0.62,-19250.00,-16.71,0.00,-1.00,-1.00,-1.00,-28.13,-28.13,7753.33,1.00,85.00,1.00,1.00,1.00,14.73,17.54,8.36,0.22,0.24,0.22,0.19,0.17,0.13,0.08
2.20,0.72,0.71,0.61,0.44,-0.57,0.52,0.59,2023-08-16,2.39,0.83,0.59,0.71,0.52,-0.63,0.60,0.61,2.39,0.89,0.41,0.83,0.69,-0.70,0.60,0.61,-34230.00,-3.63,0.00,-0.65,-1.00,-0.92,-54.90,-58.60,23450.00,1.00,10.43,1.00,1.00,0.62,59.50,55.80,40.34,0.24,0.33,0.26,0.26,0.19,0.15,0.10
2.36,0.72,0.69,0.61,0.43,-0.57,0.53,0.63,2023-08-23,2.48,0.80,0.60,0.68,0.52,-0.61,0.54,0.62,2.48,0.92,0.43,0.85,0.62,-0.73,0.54,0.62,-23855.00,-3.54,0.00,-0.64,-1.00,-1.00,-39.23,-39.23,25405.00,1.00,63.50,1.00,1.00,0.75,5263.00,5263.00,34.28,0.23,0.31,0.25,0.25,0.19,2.21,2.21
2.73,0.72,0.63,0.59,0.45,-0.54,0.55,0.65,2023-08-30,2.94,0.80,0.53,0.66,0.52,-0.58,0.55,0.65,2.94,0.86,0.47,0.78,0.60,-0.67,0.55,0.65,-30225.00,-3.91,0.19,-0.66,-0.74,-1.00,-61.05,-9.58,28060.00,1.00,13.71,1.00,0.85,0.61,265.89,265.89,41.47,0.20,0.26,0.22,0.23,0.17,0.22,0.13
1.85,0.76,0.70,0.66,0.44,-0.62,0.51,0.61,2023-09-06,1.87,0.89,0.55,0.79,0.54,-0.71,0.60,0.63,1.87,0.92,0.55,0.87,0.69,-0.76,0.60,0.63,-12460.00,-3.73,0.00,-0.65,-1.00,-1.00,-40.10,-57.38,4895.00,0.99,156.00,0.98,0.88,0.68,58.28,41.00,6.58,0.24,0.34,0.26,0.28,0.20,0.19,0.11
1.98,0.74,0.71,0.64,0.43,-0.60,0.50,0.62,2023-09-13,2.03,0.86,0.61,0.77,0.52,-0.68,0.51,0.62,2.03,0.92,0.42,0.86,0.70,-0.75,0.51,0.62,-21930.00,-3.88,0.00,-0.66,-1.00,-1.00,-87.40,-64.07,19670.00,1.00,36.67,1.00,1.00,0.74,88.30,88.30,15.10,0.25,0.33,0.26,0.28,0.20,0.20,0.12
1.73,0.76,0.68,0.66,0.44,-0.63,0.52,0.62,2023-09-20,1.76,0.85,0.68,0.77,0.54,-0.70,0.53,0.62,1.76,0.91,0.68,0.90,0.70,-0.82,0.53,0.62,-9760.00,-10.47,0.00,-1.00,-1.00,-1.00,-277.13,-180.41,18065.00,1.00,101.50,1.00,1.00,1.00,181.31,278.03,12.41,0.25,0.35,0.26,0.27,0.21,0.28,0.24
1.93,0.75,0.70,0.64,0.42,-0.61,0.50,0.63,2023-09-27,1.97,0.86,0.59,0.75,0.51,-0.68,0.52,0.63,1.97,0.92,0.47,0.85,0.68,-0.75,0.52,0.63,-15815.00,-4.06,0.12,-0.67,-0.80,-0.93,-300.84,-40.93,15345.00,0.98,9.13,0.95,0.88,0.72,41.83,301.74,12.72,0.23,0.31,0.25,0.27,0.19,0.25,0.17
1.70,0.76,0.64,0.65,0.46,-0.61,0.57,0.61,2023-10-25,1.77,0.83,0.61,0.71,0.51,-0.65,0.57,0.61,1.77,0.83,0.61,0.77,0.60,-0.70,0.57,0.61,-17130.00,-30.46,0.00,-1.00,-1.00,-1.00,-101.41,-65.58,17270.00,1.00,32.43,1.00,1.00,1.00,47.59,102.31,20.15,0.17,0.23,0.19,0.19,0.15,0.15,0.10
