EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
1.44,0.67,0.84,0.53,0.31,-0.54,0.49,0.59,2020-04-05,1.45,0.70,0.86,0.54,0.29,-0.57,0.53,0.60,1.45,0.86,0.95,0.48,0.20,-0.56,0.60,0.60,-100.00,-4.70,0.03,-0.70,-0.99,-1.00,-4.67,-3.82,100.00,1.00,5.91,1.00,0.96,0.77,4.81,4.81,1.49,0.19,0.30,0.19,0.23,0.15,0.18,0.12
1.36,0.69,0.83,0.56,0.32,-0.58,0.50,0.59,2020-04-08,1.46,0.73,0.83,0.58,0.31,-0.61,0.53,0.59,1.46,0.89,0.92,0.50,0.23,-0.61,0.47,0.65,-100.00,-4.45,0.03,-0.96,-1.00,-1.00,-4.81,-4.81,100.00,1.00,6.00,1.00,0.98,0.98,4.37,4.70,1.23,0.20,0.31,0.20,0.23,0.16,0.18,0.13
1.95,0.62,0.71,0.47,0.34,-0.46,0.51,0.67,2020-04-15,1.53,0.63,0.71,0.46,0.33,-0.46,0.61,0.66,1.53,0.63,0.77,0.46,0.30,-0.46,0.67,0.66,-100.00,-1.99,0.15,-0.50,-0.53,-1.00,-3.57,-4.50,100.00,0.95,3.88,0.91,0.83,0.51,3.85,4.47,3.12,0.16,0.21,0.16,0.16,0.14,0.22,0.08
1.47,0.72,0.75,0.60,0.38,-0.59,0.52,0.61,2020-04-18,1.50,0.77,0.73,0.64,0.38,-0.62,0.53,0.59,1.50,0.86,0.83,0.76,0.33,-0.62,0.53,0.53,-100.00,-4.09,0.09,-0.68,-0.99,-1.00,-4.58,-5.00,100.00,1.00,5.98,1.00,0.98,0.80,4.50,4.91,0.95,0.20,0.29,0.21,0.23,0.17,0.19,0.12
1.71,0.73,0.74,0.61,0.37,-0.60,0.53,0.63,2020-04-20,1.55,0.80,0.73,0.64,0.38,-0.63,0.59,0.59,1.55,0.86,0.80,0.77,0.32,-0.62,0.53,0.53,-100.00,-4.78,0.02,-0.75,-0.99,-1.00,-4.92,-4.23,100.00,1.00,5.98,1.00,0.97,0.88,4.89,4.89,1.05,0.20,0.29,0.21,0.24,0.17,0.21,0.13
1.68,0.73,0.72,0.61,0.39,-0.59,0.53,0.63,2020-04-23,1.56,0.80,0.70,0.66,0.40,-0.63,0.59,0.59,1.56,0.86,0.77,0.75,0.36,-0.62,0.53,0.53,-100.00,-4.05,0.17,-0.67,-1.00,-1.00,-5.00,-4.51,100.00,1.00,5.96,1.00,0.98,0.78,4.98,4.99,0.98,0.20,0.29,0.21,0.24,0.17,0.21,0.13
1.79,0.77,0.57,0.65,0.50,-0.60,0.59,0.66,2020-05-08,1.62,0.83,0.52,0.70,0.55,-0.64,0.65,0.65,1.62,0.89,0.48,0.77,0.58,-0.68,0.65,0.65,-100.00,-5.00,0.11,-0.99,-1.00,-1.00,-4.89,-5.00,99.89,1.00,6.00,1.00,0.88,1.00,4.75,5.00,1.30,0.19,0.23,0.20,0.20,0.16,0.18,0.09
1.88,0.80,0.54,0.70,0.53,-0.64,0.60,0.66,2020-05-18,2.31,0.86,0.48,0.77,0.60,-0.69,0.65,0.65,2.31,0.92,0.45,0.83,0.63,-0.71,0.65,0.65,-100.00,-5.00,0.16,-0.99,-0.99,-1.00,-4.96,-4.72,100.00,1.00,6.00,1.00,0.88,0.99,4.68,5.00,0.96,0.20,0.24,0.21,0.21,0.17,0.18,0.09
2.42,0.83,0.51,0.74,0.58,-0.66,0.61,0.64,2020-06-22,2.62,0.89,0.45,0.82,0.64,-0.71,0.65,0.65,2.62,0.92,0.42,0.86,0.68,-0.75,0.65,0.65,-100.00,-4.81,0.10,-0.96,-1.00,-1.00,-4.86,-4.72,100.00,1.00,5.95,1.00,0.93,0.98,4.84,4.87,1.87,0.18,0.22,0.19,0.19,0.16,0.13,0.08
1.86,0.77,0.61,0.67,0.50,-0.63,0.56,0.60,2020-07-14,2.44,0.86,0.55,0.77,0.57,-0.68,0.60,0.60,2.44,0.92,0.45,0.89,0.65,-0.71,0.60,0.60,-100.00,-5.00,0.11,-0.95,-0.99,-1.00,-4.51,-3.70,100.00,1.00,5.91,1.00,0.98,0.98,4.24,4.88,1.15,0.22,0.23,0.23,0.19,0.17,0.12,0.07
1.73,0.73,0.71,0.63,0.43,-0.62,0.52,0.58,2020-08-01,2.47,0.86,0.61,0.76,0.50,-0.69,0.60,0.60,2.47,0.92,0.42,0.89,0.68,-0.75,0.60,0.60,-100.00,-5.00,0.15,-0.98,-0.98,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,0.97,0.99,4.65,5.00,1.15,0.26,0.31,0.28,0.25,0.20,0.15,0.10
1.68,0.72,0.72,0.63,0.43,-0.60,0.52,0.58,2020-08-06,2.39,0.86,0.61,0.76,0.52,-0.68,0.60,0.60,2.39,0.92,0.45,0.89,0.68,-0.74,0.60,0.60,-100.00,-4.06,0.08,-0.71,-0.99,-1.00,-4.88,-4.81,100.00,1.00,5.97,1.00,0.92,0.86,4.75,4.78,1.16,0.27,0.33,0.28,0.26,0.21,0.14,0.09
1.87,0.74,0.73,0.65,0.42,-0.62,0.50,0.60,2020-08-21,2.49,0.89,0.61,0.79,0.52,-0.70,0.59,0.59,2.49,0.92,0.45,0.88,0.67,-0.75,0.59,0.59,-100.00,-4.92,0.08,-0.74,-0.98,-1.00,-4.81,-4.49,100.00,1.00,5.97,1.00,0.93,0.87,4.64,4.93,1.25,0.26,0.35,0.28,0.28,0.21,0.18,0.11
2.41,0.70,0.66,0.57,0.41,-0.53,0.53,0.67,2020-09-10,2.54,0.77,0.57,0.64,0.49,-0.57,0.66,0.66,2.54,0.85,0.46,0.71,0.59,-0.64,0.66,0.66,-100.00,-1.60,0.19,-0.44,-0.74,-0.98,-4.87,-4.95,100.00,1.00,4.02,1.00,0.97,0.48,4.54,4.91,3.32,0.20,0.26,0.21,0.22,0.16,0.22,0.09
2.20,0.72,0.71,0.61,0.44,-0.56,0.49,0.61,2020-09-12,2.52,0.83,0.58,0.71,0.54,-0.62,0.54,0.59,2.52,0.89,0.45,0.81,0.68,-0.68,0.59,0.59,-100.00,-5.00,0.04,-0.99,-1.00,-1.00,-4.41,-4.41,100.00,1.00,6.00,1.00,1.00,1.00,4.66,5.00,3.33,0.23,0.32,0.25,0.27,0.19,0.18,0.11
1.74,0.74,0.71,0.63,0.42,-0.60,0.49,0.61,2020-09-15,1.61,0.86,0.61,0.75,0.52,-0.68,0.60,0.60,2.36,0.92,0.45,0.83,0.67,-0.73,0.60,0.60,-99.47,-5.00,0.19,-0.99,-0.97,-1.00,-4.85,-4.94,100.00,1.00,5.87,1.00,0.99,1.00,4.79,4.95,1.19,0.24,0.30,0.25,0.26,0.19,0.19,0.10
1.89,0.73,0.71,0.62,0.41,-0.59,0.49,0.64,2020-09-20,2.44,0.83,0.61,0.72,0.49,-0.66,0.60,0.60,2.44,0.89,0.42,0.82,0.68,-0.71,0.60,0.60,-100.00,-4.89,0.13,-0.71,-0.98,-1.00,-4.93,-4.98,100.00,1.00,5.85,1.00,1.00,0.85,4.96,4.95,1.69,0.23,0.31,0.25,0.27,0.19,0.23,0.13
1.71,0.72,0.72,0.62,0.42,-0.58,0.48,0.61,2020-09-22,1.58,0.86,0.61,0.74,0.50,-0.66,0.53,0.59,2.36,0.89,0.45,0.83,0.67,-0.72,0.59,0.59,-100.00,-4.95,0.11,-1.00,-1.00,-1.00,-4.63,-4.13,100.00,1.00,5.94,1.00,0.94,0.99,4.58,4.85,1.21,0.25,0.31,0.26,0.27,0.20,0.20,0.12
1.99,0.70,0.66,0.57,0.44,-0.53,0.54,0.62,2020-10-02,2.39,0.77,0.58,0.64,0.50,-0.57,0.60,0.60,2.39,0.86,0.48,0.75,0.60,-0.64,0.65,0.65,-100.00,-4.71,0.14,-0.97,-1.00,-1.00,-4.84,-4.79,100.00,1.00,5.94,1.00,1.00,0.97,4.84,4.68,3.18,0.21,0.24,0.22,0.20,0.17,0.16,0.07
1.43,0.74,0.67,0.62,0.46,-0.59,0.53,0.60,2020-10-25,1.53,0.83,0.61,0.68,0.50,-0.64,0.59,0.59,1.53,0.89,0.52,0.78,0.65,-0.68,0.59,0.59,-100.00,-5.00,0.01,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.90,5.00,1.22,0.21,0.27,0.21,0.22,0.17,0.15,0.09
1.37,0.62,0.86,0.47,0.28,-0.52,0.49,0.60,2021-03-06,1.40,0.64,0.89,0.47,0.24,-0.54,0.53,0.59,1.40,0.64,1.02,0.46,0.16,-0.57,0.59,0.59,-100.00,-5.00,0.03,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.95,5.00,4.41,0.19,0.30,0.17,0.21,0.15,0.20,0.13
1.53,0.60,0.92,0.44,0.25,-0.46,0.46,0.58,2021-03-26,1.44,0.61,0.95,0.44,0.21,-0.48,0.53,0.59,1.44,0.58,1.11,0.41,0.10,-0.50,0.59,0.59,-100.00,-4.79,0.03,-0.74,-0.96,-1.00,-4.81,-4.81,100.00,1.00,5.81,1.00,0.97,0.77,4.83,4.93,4.25,0.17,0.29,0.16,0.21,0.14,0.16,0.10
1.30,0.63,0.92,0.49,0.25,-0.51,0.47,0.58,2021-03-31,1.43,0.65,0.95,0.49,0.21,-0.53,0.53,0.59,1.43,0.62,1.02,0.44,0.11,-0.54,0.59,0.59,-100.00,-2.87,0.03,-0.99,-1.00,-1.00,-4.94,-3.67,100.00,1.00,5.79,1.00,1.00,0.99,4.91,4.99,1.67,0.18,0.30,0.18,0.22,0.15,0.17,0.12
1.81,0.74,0.68,0.63,0.42,-0.59,0.54,0.62,2021-05-10,1.59,0.80,0.67,0.68,0.44,-0.62,0.59,0.59,2.37,0.86,0.61,0.74,0.45,-0.64,0.59,0.59,-100.00,-4.88,0.07,-0.85,-0.99,-1.00,-4.04,-5.00,100.00,1.00,5.82,1.00,0.92,0.91,3.98,4.94,1.49,0.21,0.27,0.22,0.23,0.17,0.18,0.11
2.23,0.82,0.51,0.74,0.57,-0.67,0.62,0.67,2021-06-09,2.52,0.92,0.42,0.83,0.64,-0.72,0.65,0.65,2.52,0.95,0.42,0.90,0.69,-0.74,0.65,0.65,-100.00,-5.00,0.03,-0.99,-0.99,-1.00,-4.96,-5.00,100.00,1.00,6.00,1.00,0.99,1.00,5.00,5.00,1.19,0.25,0.26,0.23,0.23,0.20,0.19,0.13
2.45,0.83,0.50,0.75,0.57,-0.67,0.62,0.68,2021-06-14,2.66,0.92,0.42,0.83,0.65,-0.72,0.65,0.65,2.66,0.92,0.39,0.89,0.69,-0.78,0.65,0.65,-100.00,-4.90,0.10,-0.79,-0.99,-1.00,-4.99,-4.69,100.00,1.00,6.00,1.00,0.98,0.90,4.72,4.88,1.59,0.20,0.25,0.21,0.22,0.18,0.18,0.09
2.39,0.83,0.51,0.74,0.57,-0.67,0.61,0.67,2021-06-17,2.63,0.90,0.42,0.82,0.65,-0.71,0.65,0.65,2.63,0.94,0.39,0.89,0.71,-0.78,0.65,0.65,-100.00,-2.80,0.13,-0.59,-0.96,-1.00,-4.84,-4.01,100.00,1.00,5.76,1.00,0.99,0.74,4.91,5.00,1.57,0.19,0.26,0.21,0.23,0.17,0.18,0.09
2.17,0.81,0.54,0.72,0.56,-0.65,0.59,0.64,2021-06-19,2.55,0.89,0.45,0.80,0.64,-0.70,0.60,0.65,2.55,0.92,0.42,0.83,0.69,-0.68,0.60,0.60,-100.00,-5.00,0.15,-0.99,-1.00,-1.00,-4.22,-4.33,100.00,1.00,6.00,1.00,0.96,0.99,4.90,4.90,0.98,0.20,0.25,0.21,0.22,0.17,0.16,0.09
2.25,0.76,0.65,0.66,0.48,-0.62,0.54,0.60,2021-07-24,2.63,0.86,0.55,0.77,0.57,-0.68,0.60,0.60,2.63,0.92,0.42,0.88,0.68,-0.71,0.60,0.60,-100.00,-5.00,0.11,-0.99,-0.99,-1.00,-4.86,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.70,5.00,2.13,0.23,0.29,0.25,0.24,0.18,0.14,0.08
2.18,0.75,0.68,0.66,0.46,-0.62,0.53,0.60,2021-08-13,2.65,0.89,0.55,0.80,0.57,-0.70,0.60,0.61,2.65,0.92,0.42,0.89,0.68,-0.73,0.60,0.61,-100.00,-4.10,0.01,-0.79,-0.99,-1.00,-4.85,-1.21,100.00,1.00,6.00,1.00,1.00,0.91,4.97,4.97,1.76,0.24,0.33,0.27,0.27,0.20,0.16,0.09
2.29,0.76,0.66,0.66,0.47,-0.61,0.53,0.63,2021-09-05,2.62,0.89,0.52,0.79,0.59,-0.68,0.60,0.60,2.62,0.92,0.42,0.86,0.70,-0.73,0.60,0.60,-100.00,-3.39,0.07,-0.63,-0.91,-1.00,-4.86,-4.82,100.00,1.00,5.61,1.00,1.00,0.64,4.37,4.99,2.95,0.23,0.34,0.25,0.28,0.19,0.19,0.10
1.67,0.77,0.67,0.67,0.45,-0.63,0.52,0.63,2021-10-10,1.65,0.89,0.58,0.79,0.54,-0.71,0.60,0.60,2.25,0.92,0.45,0.86,0.68,-0.77,0.60,0.60,-100.00,-4.67,0.00,-0.98,-1.00,-1.00,-4.99,-4.91,100.00,1.00,5.95,1.00,1.00,0.99,4.89,4.97,1.04,0.23,0.30,0.25,0.26,0.20,0.20,0.10
1.47,0.66,0.74,0.52,0.36,-0.51,0.49,0.64,2021-10-30,1.48,0.70,0.70,0.54,0.39,-0.53,0.59,0.59,1.48,0.83,0.67,0.63,0.40,-0.66,0.59,0.59,-100.00,-5.00,0.04,-0.99,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,0.97,1.00,5.00,5.00,5.42,0.20,0.24,0.20,0.20,0.17,0.22,0.13
1.33,0.64,0.85,0.49,0.29,-0.54,0.50,0.59,2022-03-01,1.39,0.67,0.89,0.49,0.24,-0.55,0.53,0.59,1.39,0.67,1.02,0.48,0.16,-0.57,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.90,5.00,3.27,0.20,0.30,0.19,0.22,0.16,0.18,0.12
1.01,0.62,0.88,0.48,0.28,-0.54,0.48,0.57,2022-03-09,0.68,0.64,0.92,0.48,0.23,-0.55,0.53,0.59,0.68,0.64,1.05,0.46,0.13,-0.57,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,1.96,0.21,0.32,0.20,0.22,0.18,0.18,0.13
1.25,0.62,0.92,0.47,0.24,-0.52,0.47,0.60,2022-03-11,1.37,0.64,0.98,0.46,0.18,-0.54,0.53,0.60,0.69,0.64,1.11,0.46,0.10,-0.55,0.60,0.53,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.97,5.00,2.70,0.20,0.32,0.19,0.23,0.17,0.20,0.14
1.20,0.59,0.96,0.45,0.21,-0.50,0.45,0.61,2022-03-14,1.36,0.61,1.05,0.45,0.15,-0.52,0.47,0.59,0.67,0.61,1.17,0.45,0.09,-0.52,0.53,0.53,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.94,5.00,2.41,0.21,0.33,0.19,0.23,0.16,0.22,0.14
1.28,0.61,0.95,0.46,0.21,-0.51,0.46,0.60,2022-03-21,1.37,0.64,1.02,0.46,0.16,-0.52,0.47,0.60,1.37,0.64,1.14,0.45,0.10,-0.54,0.47,0.47,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.99,5.00,2.12,0.20,0.31,0.19,0.23,0.17,0.22,0.15
1.26,0.61,0.94,0.46,0.22,-0.51,0.46,0.61,2022-03-24,1.38,0.61,0.98,0.45,0.17,-0.53,0.47,0.59,0.68,0.61,1.14,0.44,0.11,-0.53,0.53,0.53,-100.00,-3.91,0.02,-0.80,-0.95,-1.00,-4.95,-4.95,100.00,1.00,5.96,1.00,1.00,0.78,4.96,4.98,1.96,0.19,0.31,0.19,0.23,0.15,0.21,0.14
1.08,0.60,0.94,0.46,0.23,-0.50,0.46,0.59,2022-03-26,0.67,0.61,0.98,0.45,0.19,-0.52,0.47,0.59,0.67,0.61,1.11,0.45,0.13,-0.54,0.47,0.47,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,0.97,1.00,5.00,5.00,1.56,0.20,0.30,0.19,0.21,0.16,0.19,0.13
1.39,0.63,0.80,0.48,0.30,-0.50,0.50,0.63,2022-04-13,1.44,0.65,0.83,0.48,0.28,-0.51,0.59,0.61,1.44,0.63,0.89,0.44,0.21,-0.50,0.65,0.64,-100.00,-2.40,0.03,-0.55,-0.64,-1.00,-4.74,-2.63,100.00,1.00,4.64,1.00,0.94,0.49,4.00,4.98,1.74,0.17,0.24,0.17,0.19,0.14,0.20,0.10
1.57,0.72,0.76,0.59,0.36,-0.59,0.53,0.62,2022-04-23,1.49,0.77,0.77,0.62,0.35,-0.62,0.59,0.59,1.49,0.89,0.80,0.57,0.26,-0.62,0.53,0.53,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,1.40,0.21,0.30,0.21,0.24,0.17,0.20,0.13
1.91,0.80,0.54,0.71,0.54,-0.65,0.59,0.66,2022-05-15,2.35,0.89,0.48,0.79,0.60,-0.70,0.65,0.64,2.35,0.92,0.45,0.88,0.65,-0.73,0.60,0.64,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-3.04,100.00,1.00,5.97,1.00,1.00,1.00,3.90,4.86,1.06,0.21,0.24,0.22,0.21,0.18,0.17,0.09
2.06,0.81,0.54,0.70,0.54,-0.65,0.61,0.64,2022-06-19,2.44,0.87,0.48,0.77,0.61,-0.68,0.65,0.65,2.44,0.90,0.43,0.80,0.66,-0.71,0.65,0.65,-100.00,-0.94,0.00,-0.32,-1.00,-1.00,-4.83,-4.83,100.00,1.00,3.23,1.00,0.85,0.44,3.73,4.90,1.03,0.15,0.20,0.17,0.18,0.14,0.14,0.07
1.89,0.79,0.58,0.68,0.53,-0.64,0.57,0.61,2022-06-27,2.43,0.86,0.52,0.74,0.58,-0.68,0.60,0.60,2.43,0.92,0.42,0.85,0.70,-0.73,0.60,0.60,-99.97,-5.00,0.00,-1.00,-1.00,-1.00,-4.95,-4.75,100.00,1.00,6.00,1.00,0.93,1.00,4.88,5.00,1.27,0.19,0.23,0.21,0.19,0.16,0.13,0.08
1.93,0.73,0.68,0.63,0.45,-0.61,0.52,0.59,2022-07-19,2.58,0.85,0.61,0.75,0.50,-0.67,0.60,0.60,2.58,0.93,0.45,0.88,0.67,-0.71,0.60,0.60,-100.00,-2.79,0.00,-0.58,-1.00,-1.00,-4.82,-4.60,100.00,1.00,5.72,1.00,0.93,0.76,4.89,4.89,1.33,0.23,0.26,0.26,0.22,0.18,0.14,0.08
1.65,0.72,0.71,0.62,0.44,-0.61,0.52,0.57,2022-07-24,1.56,0.86,0.64,0.74,0.49,-0.68,0.53,0.60,2.41,0.92,0.42,0.90,0.68,-0.74,0.60,0.60,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.99,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.90,5.00,1.10,0.27,0.29,0.28,0.23,0.20,0.14,0.09
1.74,0.70,0.76,0.59,0.40,-0.58,0.50,0.57,2022-08-03,2.52,0.83,0.67,0.71,0.46,-0.64,0.53,0.59,2.52,0.92,0.45,0.88,0.66,-0.71,0.59,0.59,-100.00,-4.92,0.00,-0.79,-1.00,-1.00,-4.77,-4.70,100.00,1.00,6.00,1.00,1.00,0.89,4.65,4.88,1.60,0.28,0.32,0.28,0.26,0.21,0.14,0.09
2.19,0.72,0.74,0.62,0.40,-0.58,0.49,0.62,2022-09-07,2.57,0.86,0.64,0.74,0.49,-0.65,0.60,0.60,2.57,0.92,0.45,0.83,0.65,-0.70,0.60,0.60,-100.00,-4.97,0.00,-0.74,-1.00,-1.00,-5.00,-4.75,100.00,1.00,5.95,1.00,0.92,0.86,4.50,5.00,2.73,0.25,0.33,0.26,0.27,0.20,0.20,0.12
1.98,0.76,0.66,0.66,0.44,-0.62,0.54,0.64,2022-09-30,2.43,0.86,0.58,0.76,0.51,-0.68,0.60,0.65,2.43,0.92,0.42,0.87,0.68,-0.76,0.60,0.65,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-4.33,100.00,1.00,5.79,1.00,1.00,1.00,4.90,5.00,2.25,0.22,0.30,0.25,0.25,0.18,0.19,0.09
2.16,0.70,0.71,0.58,0.40,-0.55,0.50,0.64,2022-10-07,2.46,0.80,0.61,0.65,0.49,-0.59,0.60,0.60,2.46,0.86,0.48,0.76,0.60,-0.68,0.60,0.60,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,4.41,0.22,0.29,0.23,0.25,0.18,0.22,0.11
1.53,0.73,0.71,0.63,0.41,-0.60,0.49,0.63,2022-10-12,1.62,0.86,0.61,0.74,0.51,-0.68,0.59,0.59,1.62,0.89,0.48,0.82,0.65,-0.74,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,1.08,0.24,0.31,0.25,0.27,0.20,0.22,0.13
1.75,0.71,0.68,0.58,0.40,-0.56,0.54,0.65,2022-10-20,1.58,0.77,0.61,0.63,0.46,-0.60,0.60,0.65,1.58,0.83,0.55,0.71,0.54,-0.65,0.65,0.65,-100.00,-3.68,0.00,-1.00,-1.00,-1.00,-4.77,-4.64,100.00,1.00,5.95,1.00,1.00,1.00,4.88,4.96,1.64,0.18,0.25,0.20,0.21,0.15,0.20,0.09
1.81,0.74,0.74,0.62,0.39,-0.60,0.50,0.61,2022-10-27,1.55,0.83,0.67,0.68,0.45,-0.66,0.53,0.59,1.55,0.89,0.61,0.77,0.51,-0.70,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,3.25,0.22,0.29,0.22,0.24,0.18,0.20,0.14
1.57,0.69,0.71,0.55,0.38,-0.55,0.52,0.63,2022-10-30,1.49,0.73,0.67,0.59,0.41,-0.59,0.59,0.59,1.49,0.80,0.64,0.66,0.45,-0.64,0.59,0.59,-100.00,-2.98,0.00,-0.82,-1.00,-1.00,-4.93,-4.68,100.00,1.00,5.74,1.00,1.00,0.79,4.99,4.78,2.13,0.17,0.23,0.18,0.19,0.14,0.20,0.10
1.08,0.47,0.48,0.35,0.55,-0.36,0.34,0.75,2023-03-01,1.44,0.52,0.42,0.35,0.57,-0.38,0.34,0.72,1.44,0.67,0.08,0.01,0.84,-0.02,-0.10,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.90,5.00,5.24,0.28,0.31,0.23,0.23,0.23,0.32,0.17
1.41,0.67,0.80,0.53,0.33,-0.55,0.52,0.58,2023-03-16,1.43,0.70,0.80,0.54,0.32,-0.57,0.53,0.59,1.43,0.67,0.77,0.51,0.23,-0.59,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,2.82,0.19,0.28,0.18,0.20,0.16,0.17,0.13
2.23,0.77,0.63,0.65,0.45,-0.59,0.57,0.64,2023-05-05,2.50,0.82,0.61,0.70,0.48,-0.62,0.59,0.64,2.50,0.85,0.58,0.73,0.50,-0.64,0.59,0.58,-100.00,-2.05,0.20,-0.51,-0.54,-1.00,-4.82,-0.44,100.00,1.00,4.82,1.00,0.84,0.56,3.75,4.75,1.55,0.18,0.24,0.19,0.21,0.15,0.19,0.10
2.04,0.81,0.58,0.71,0.50,-0.65,0.58,0.66,2023-05-08,2.42,0.89,0.55,0.79,0.54,-0.70,0.60,0.65,2.42,0.89,0.52,0.82,0.59,-0.70,0.60,0.60,-100.00,-4.76,0.00,-1.00,-1.00,-1.00,-4.96,-4.32,100.00,1.00,5.96,1.00,1.00,1.00,4.92,4.98,1.05,0.20,0.27,0.21,0.23,0.17,0.19,0.10
1.98,0.79,0.59,0.69,0.50,-0.63,0.57,0.64,2023-05-10,2.39,0.86,0.55,0.77,0.55,-0.66,0.59,0.65,2.39,0.89,0.52,0.79,0.58,-0.66,0.59,0.59,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.96,-4.67,100.00,1.00,6.00,1.00,0.94,1.00,4.90,5.00,1.43,0.21,0.26,0.22,0.22,0.17,0.18,0.10
2.46,0.82,0.51,0.73,0.57,-0.65,0.61,0.68,2023-05-25,2.66,0.89,0.45,0.81,0.63,-0.70,0.65,0.64,2.66,0.92,0.42,0.88,0.68,-0.73,0.65,0.64,-100.00,-4.84,0.00,-0.78,-1.00,-1.00,-4.98,-2.87,100.00,1.00,6.00,1.00,1.00,0.84,4.63,4.89,1.77,0.19,0.24,0.21,0.22,0.16,0.18,0.09
2.30,0.84,0.49,0.75,0.58,-0.68,0.62,0.69,2023-05-28,2.59,0.92,0.42,0.84,0.66,-0.73,0.65,0.65,2.59,0.95,0.39,0.90,0.71,-0.76,0.65,0.65,-100.00,-4.96,0.00,-1.00,-1.00,-1.00,-4.91,-4.41,100.00,1.00,5.79,1.00,1.00,1.00,4.95,4.96,1.13,0.18,0.25,0.21,0.23,0.16,0.19,0.09
2.11,0.83,0.50,0.75,0.58,-0.67,0.61,0.67,2023-05-30,2.43,0.92,0.42,0.83,0.65,-0.73,0.65,0.64,2.43,0.95,0.39,0.90,0.70,-0.75,0.65,0.64,-100.00,-4.63,0.00,-0.70,-1.00,-1.00,-4.60,-1.00,100.00,1.00,5.70,1.00,1.00,0.68,3.94,4.16,0.97,0.19,0.25,0.21,0.22,0.17,0.17,0.08
2.29,0.83,0.51,0.74,0.57,-0.67,0.61,0.68,2023-06-04,2.60,0.91,0.42,0.83,0.65,-0.73,0.65,0.64,2.60,0.95,0.39,0.90,0.70,-0.78,0.65,0.64,-100.00,-2.12,0.00,-0.52,-1.00,-1.00,-4.92,-2.28,100.00,1.00,5.92,1.00,1.00,0.70,4.68,4.93,1.14,0.19,0.25,0.21,0.23,0.17,0.19,0.09
1.80,0.76,0.62,0.65,0.50,-0.62,0.55,0.59,2023-07-09,1.50,0.83,0.55,0.71,0.54,-0.65,0.60,0.60,2.51,0.92,0.42,0.90,0.70,-0.71,0.60,0.60,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-4.43,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,4.70,5.00,1.07,0.21,0.24,0.23,0.19,0.17,0.13,0.08
